"spp","spp_num","common_name","sci_name","Nobs","birdofprey","hummingbird","woodpecker","waterfowl","shorebirds","waterbird_guild","SGCN","ESA","MEXFED","USFS","BLM","Mass","Hand.Wing.Index","dietdiv","effect_urb","effect_temp","effect_tempint","effect_veg","effect_vegint","dynamic","effect_highertemp","effect_lessgreen","mean_effect_urb","median_effect_urb","low95_effect_urb","upp95_effect_urb","low90_effect_urb","upp90_effect_urb","mean_effect_temp","median_effect_temp","low95_effect_temp","upp95_effect_temp","low90_effect_temp","upp90_effect_temp","mean_effect_tempint","median_effect_tempint","low95_effect_tempint","upp95_effect_tempint","low90_effect_tempint","upp90_effect_tempint","mean_effect_veg","median_effect_veg","low95_effect_veg","upp95_effect_veg","low90_effect_veg","upp90_effect_veg","mean_effect_vegint","median_effect_vegint","low95_effect_vegint","upp95_effect_vegint","low90_effect_vegint","upp90_effect_vegint","mean_theta","median_theta","low95_theta","upp95_theta","low90_theta","upp90_theta","order_urbeffect","order_tempeffect","order_vegeffect","order_mass","order_HWI","order_dietdiv","order_theta"
"GTGR",60,"Great-tailed Grackle","Quiscalus mexicanus",684,0,0,0,0,0,NA,NA,NA,NA,NA,NA,160.5,26.8,0.500402423538188,"Adapter","Positive","Neutral","Positive","Neutral","Y","Higher overall occupancy","Lower overall occupancy",1.15668270579322,1.15359624591816,0.773089366685954,1.55622645131026,0.834099406595927,1.48951759679456,0.462206697139167,0.462479859690699,0.0544794159638226,0.873131264916366,0.120589419325008,0.807683921164123,-0.252296330126784,-0.24738754850309,-0.633833665521789,0.107954901990069,-0.569002515651244,0.0522408538813888,1.33453704692546,1.32357533052197,0.834959230246281,1.89005455897372,0.906793014938849,1.79791751793748,-0.195830757684947,-0.18823972818673,-0.610737283991686,0.1767126910537,-0.538418040368923,0.121721182882072,0.964439531903779,0.967858195264025,0.919808300885909,0.9900254812419,0.92991023484383,0.987759715856187,"136","133","139","98","63","50","18"
"GTTO",61,"Green-tailed Towhee","Pipilo chlorurus",19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,29.4,16.8,1.05492016798614,"Avoider","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.908246278764103,-0.896894006738165,-1.54202601315303,-0.335202852764961,-1.4263547873328,-0.42321184634191,0.297042899970874,0.292546640474983,-0.226270519597823,0.838092333245672,-0.143967946932928,0.748833108677316,-0.479933925779018,-0.475295664415889,-1.01266374192867,0.0267053479787618,-0.924315152340678,-0.0512031816379294,-0.138643129673647,-0.139978493008492,-0.609357865270405,0.345442987930599,-0.533710131592749,0.262329623904117,-0.231513515203347,-0.232619085902998,-0.704221849889481,0.246333832155972,-0.62701270129255,0.167235298414738,0.981809428182897,0.989037454139651,0.92115902321629,0.998592754565152,0.943021591014493,0.997974146561479,"21","110","18","58","15","118","77"
"HAHA",62,"Harris's Hawk","Parabuteo unicinctus",7,1,0,0,0,0,NA,2,NA,"PR",NA,NA,850.3,30.8,0.325082973391448,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.566032360311411,-0.554943768215328,-1.34168804666996,0.153222533060044,-1.21201407989571,0.0355888193911983,0.017236523502906,0.014766193557132,-0.562626936249515,0.604507006065221,-0.467535708674968,0.509035366747001,-0.317988898668711,-0.315544590702076,-0.888572989892819,0.245128715649234,-0.798250178244973,0.154415563504682,0.0985004461751814,0.0995567707501312,-0.469428891435911,0.661940116478528,-0.371951500171978,0.564311171577796,0.0716932283300162,0.0661159163628016,-0.459977806709855,0.639565712144904,-0.378591620056305,0.542783466763404,0.988142714695811,0.994286599316949,0.939651486145874,0.99935879710812,0.959674176413666,0.999089257079612,"54","28","63","125","81","29","99"
"HETH",63,"Hermit Thrush","Catharus guttatus",2,0,0,0,0,0,NA,2,NA,NA,NA,NA,30.1,26.9,0.500402423538188,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.485966254671013,-0.48137928604767,-1.51594454258762,0.508173027391568,-1.34392871505091,0.35275651877402,0.175342868522817,0.175299886428742,-0.450468994455539,0.798619567605311,-0.347019052453127,0.694840170540835,-0.245732767257979,-0.244762176149181,-0.873757558047305,0.373112932204339,-0.767965168910898,0.270917477169462,0.00696229494287487,0.0137673014314531,-0.634023879805792,0.611396052450615,-0.526961347024792,0.515713463417058,-0.0133525103030935,-0.0178956045974705,-0.574213776839707,0.576960657910011,-0.49046344603026,0.475479093159467,0.956128237981402,0.983829809635838,0.720647486574815,0.999126788009706,0.815947276580235,0.998590416779425,"61","71","38","59","65","51","61"
"HEWA",64,"Hermit Warbler","Setophaga occidentalis",2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10.4,26.9,0,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.258233652044186,-0.251256574302678,-1.23274176835089,0.678077900184114,-1.06768007111516,0.521470385796167,0.0438653281172507,0.0453165031868844,-0.570935321752274,0.654144096188052,-0.470656134887539,0.551720365939444,0.130198012645994,0.125292472116697,-0.439153160456212,0.732709437121272,-0.354049536183644,0.630460307235282,0.0483960916751369,0.0526160424083673,-0.560839351711192,0.639535695427278,-0.462327418150937,0.541264277491791,-0.135026404940648,-0.135412836619696,-0.705049578817358,0.444039049442343,-0.611377484126153,0.347713472932842,0.944365986058412,0.976591301746315,0.673564484993495,0.998655772340925,0.775674752083372,0.997848112377423,"79","31","52","19","64","12","37"
"HOFI",65,"House Finch","Haemorhous mexicanus",801,0,0,0,0,0,NA,NA,NA,NA,NA,NA,21.4,27.5,1.31383403319275,"Adapter","Neutral","Neutral","Neutral","Neutral","N",NA,NA,0.461339846837072,0.461309368062003,0.197814924830876,0.725614033921497,0.239997412483878,0.68240188481168,-0.0594949079528497,-0.0584647262286167,-0.371795195708177,0.247324113027806,-0.322935674605918,0.198196854748283,-0.171438422798447,-0.171105262142333,-0.424395802621903,0.079852947052235,-0.381682679547781,0.0405284527481872,-0.0122785366575667,-0.0108749363470548,-0.247373448899559,0.220126057893605,-0.209702915637359,0.180682796135194,-0.133341032178298,-0.12925284021741,-0.41066904316638,0.114646780174669,-0.361432048662604,0.0775046040620319,0.933595274288876,0.936916646369926,0.877303917625818,0.971289263053622,0.888897280085408,0.967195793174606,"128","17","31","43","69","130","6"
"HOLA",66,"Horned Lark","Eremophila alpestris",22,0,0,0,0,0,NA,2,NA,NA,NA,NA,33.3,38.6,0.693147180559945,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.359870308748358,-0.355577604331242,-0.92523940401754,0.184717674945991,-0.829843851275079,0.0997282947074142,0.0728136311084871,0.0738183511735293,-0.452324636874433,0.590947946100879,-0.363222956474113,0.508514782739112,-0.390029987689746,-0.382314077645059,-0.933919776513139,0.119348649001968,-0.844446602834847,0.0419660178259925,0.218320236487881,0.216043324274573,-0.189155429992095,0.643455933911302,-0.123123060708515,0.570577956497379,-0.0569038660362138,-0.0615926455935692,-0.474541408162015,0.387878669721312,-0.410358983837722,0.312496779968974,0.996536617938269,0.997432216761718,0.988236263552288,0.999482124838611,0.99088385274526,0.999316689805852,"74","39","84","61","107","81","122"
"HOOR",67,"Hooded Oriole","Icterus cucullatus",4,0,0,0,0,0,NA,2,NA,NA,NA,NA,24.3,20,1.27985422583367,"Neutral","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.471202853214062,-0.466671600078363,-1.35511151144618,0.382184416832454,-1.21155596396716,0.241033608964268,0.194599769354126,0.193138177662888,-0.385211256823976,0.787399014653672,-0.289876992104299,0.68619668362826,-0.492839865674449,-0.489302919685062,-1.1078468619737,0.0875160049966082,-1.00076397888372,-0.00603301878852123,-0.00328330464916666,0.00147332166264449,-0.598264534156525,0.567478297341159,-0.498412036937138,0.481115135226797,0.0591065510240056,0.0506371127479256,-0.484717115460168,0.647488095624752,-0.397116745703512,0.543735565981033,0.966768002714944,0.984192996214635,0.823944090290203,0.999329224086859,0.877794585566327,0.998724225212453,"62","77","34","48","25","125","62"
"HOSP",68,"House Sparrow","Passer domesticus",879,0,0,0,0,0,NA,NA,NA,NA,NA,NA,26.5,27.3,0.89794572485678,"Adapter","Neutral","Neutral","Positive","Neutral","Y",NA,"Lower overall occupancy",1.57487662343464,1.57235884098573,1.23238472035818,1.93243885653126,1.28602336212069,1.87142524982084,0.279543330554487,0.279098004200475,-0.0580630592005836,0.618929758376586,-0.00163176130808085,0.564107529859196,0.109789457907328,0.110060477006834,-0.199215273091157,0.41418986555015,-0.148266500393147,0.367205776042376,0.462522178394677,0.462323998459352,0.206185190488043,0.719085741310129,0.247458729215253,0.678343705152855,0.118722764654694,0.121396936430163,-0.177546064627899,0.404824267385588,-0.128956277807511,0.357999521795568,0.955213127771387,0.957122483368334,0.921671728279883,0.978077607598376,0.928478295148445,0.975483667391836,"139","106","122","52","68","95","9"
"HOWR",69,"House Wren","Troglodytes aedon",2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10.9,12.9,0.500402423538188,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.767193430618258,-0.757306508884173,-1.82865090067836,0.237954982759091,-1.64811322215465,0.08056539038773,0.206145011528801,0.202773300318822,-0.423756304775077,0.848140826242884,-0.3183773218474,0.741822652804935,-0.28701711208927,-0.284012658238727,-0.937773874921874,0.341680802891395,-0.826145338127252,0.238056975226133,-0.155812772080011,-0.15094148597275,-0.806745207660508,0.460624831965522,-0.702070827667964,0.367042724563615,-0.00839838168257321,-0.0145974697150364,-0.581635225214166,0.601323298290762,-0.494070434200976,0.49805128175293,0.960593010922027,0.985846186812764,0.747545058861393,0.999409120594398,0.834273244284841,0.999009351411619,"38","80","17","24","5","43","65"
"INDO",70,"Inca Dove","Columbina inca",226,0,0,0,0,0,NA,2,NA,NA,NA,NA,47.5,26,0.500402423538188,"Adapter","Positive","Neutral","Neutral","Neutral","Y","Higher overall occupancy",NA,1.47839109260946,1.46790363952064,0.940113442045565,2.07136551214773,1.02093151891988,1.96725258644519,0.614099624115766,0.606838012596409,0.170664281073819,1.08854355119846,0.240751595193212,1.01018694212284,0.345569975054496,0.343816924693749,-0.117651949676582,0.813712517974004,-0.0441414021077174,0.736749713616055,0.2194069035694,0.221545573141003,-0.158379605829623,0.58195338055335,-0.0929553907401858,0.522624807558035,0.109318282893664,0.109544337417232,-0.263659226427578,0.483702474366977,-0.202146041007539,0.42056227117203,0.983054608516318,0.985986372623306,0.952620566848344,0.996507686024485,0.960731314316382,0.995629494573354,"137","139","86","74","61","49","66"
"KILL",71,"Killdeer","Charadrius vociferus",94,0,0,0,0,1,"Shorebird",2,NA,NA,NA,NA,96.4,52.6,0.325082973391448,"Neutral","Neutral","Negative","Positive","Neutral","Y","Less urban-associated","Lower overall occupancy",0.294132722515897,0.290883887772238,-0.141145967116252,0.749978115130883,-0.0717198702189421,0.672365889545605,0.225009468111948,0.223618349304787,-0.224470245167294,0.680052986410269,-0.153044065264616,0.606206033993915,-0.489878701647421,-0.486292687694175,-0.969671208831983,-0.0301771893116708,-0.887192231123139,-0.103242636507861,0.537290360114702,0.528356784911957,0.165076180167188,0.963093741808648,0.221464735842097,0.884245534800167,-0.295088930091324,-0.288691267736014,-0.706207507805815,0.0814589041167577,-0.633226203220177,0.0238811697520553,0.996448343973302,0.997208709258767,0.988926334727471,0.999410596146393,0.991170549781762,0.999230350828256,"127","85","128","87","131","38","120"
"LARB",72,"Lark Bunting","Calamospiza melanocorys",5,0,0,0,0,0,NA,2,NA,NA,NA,NA,37.6,24.3,0.89794572485678,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.830593029127862,-0.812466148618085,-1.78003487232291,0.0240173723916276,-1.61294736255726,-0.1075792206665,0.184354920666116,0.183483634563244,-0.403046503383213,0.787266683829176,-0.311652808720844,0.683141873749095,-0.360476642808662,-0.357298309737217,-0.961032908180325,0.221491026813035,-0.859293443595359,0.129356572643373,-0.0831865853474602,-0.0771499527074989,-0.684697843829864,0.483109624404445,-0.580823879506022,0.392408079532905,0.0330785849419754,0.0278455494379024,-0.505046769533473,0.602132932408331,-0.421987228944177,0.508322839359725,0.983555840512205,0.992380854314925,0.911150693607443,0.999470213758205,0.939222630342654,0.999132597068043,"30","74","24","63","54","93","90"
"LASP",73,"Lark Sparrow","Chondestes grammacus",18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,29,28.8,0.610864302054894,"Avoider","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.835186388729744,-0.823880688231053,-1.46741289783607,-0.254344404248978,-1.35780786256208,-0.346640154785163,0.00443107878000973,0.00439220076499062,-0.527739175220864,0.538966536149481,-0.440217244109261,0.450926191886533,-0.436601554332289,-0.434258185032606,-0.966016156064217,0.073821297358136,-0.878103362782709,-0.0107028772467698,0.218662127622397,0.206868468710058,-0.251729265989575,0.755425747381979,-0.17771275502574,0.658981337821911,-0.341309236220238,-0.340127972465284,-0.824601647426166,0.137439150259559,-0.742940499753279,0.0577088801768017,0.925855358115813,0.966394273583165,0.585079774135961,0.997145997714985,0.701120886640567,0.995750861395489,"28","27","82","57","78","59","17"
"LAZB",74,"Lazuli Bunting","Passerina amoena",11,0,0,0,0,0,NA,3,NA,NA,NA,NA,15.5,23.4,0.693147180559945,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.74868378645343,-0.726626662659703,-1.56601354733118,-0.0481483908873588,-1.41942477084951,-0.145171974427522,0.254963213738788,0.252858217548873,-0.30981993535391,0.822590001966513,-0.215143003665773,0.727880277879423,-0.467238244346605,-0.462070692929365,-1.05501650965361,0.103254911132799,-0.956277006344854,0.0107340721684816,-0.011529430621503,-0.0148190335473281,-0.557381576532823,0.560013106435097,-0.468700306254851,0.459774302441405,-0.0412771832994102,-0.0428477323065952,-0.584028311969589,0.504985564007997,-0.492198403772848,0.411212429017548,0.946170595365878,0.975238672824516,0.701672604557408,0.998331967933982,0.793056545042719,0.997199393413604,"44","96","30","33","44","77","34"
"LBWO",75,"Ladder-backed Woodpecker","Dryobates scalaris",42,0,0,1,0,0,NA,NA,NA,NA,NA,NA,31.6,24.6,0.639031859650177,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-1.50183895511749,-1.48788304505603,-2.20938283036014,-0.873582870552817,-2.0832702466056,-0.968346360853194,0.255943792468568,0.255365277673515,-0.236719363308097,0.756672473296636,-0.15736389146948,0.675214393894279,0.0284708243204868,0.0287651141603991,-0.443121237585041,0.500417590265959,-0.367379073417661,0.422191489344353,0.13374830885608,0.129199584250284,-0.312707825794776,0.614412026702998,-0.239343422673252,0.524930750770407,-0.343854491277302,-0.342246889212771,-0.831752601330275,0.137642634091613,-0.755007463365142,0.0627841547931611,0.985940639487041,0.990292296951018,0.947211950645142,0.998654593225849,0.959185413711739,0.998129245966949,"5","97","69","60","56","65","81"
"LEGO",76,"Lesser Goldfinch","Spinus psaltria",123,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8.8,26,1.31383403319275,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.136556261265048,-0.137012641188269,-0.480018066241163,0.200855906660782,-0.423378492337208,0.150714952403418,0.138506505211579,0.137859287914915,-0.237784824168074,0.519121792869849,-0.178569468947854,0.455031144298422,0.0721818045472257,0.073004589503342,-0.267788831032021,0.407877067570855,-0.211215509771597,0.354454449527491,0.0782108274019226,0.0782649146066416,-0.217958605506181,0.369149475487647,-0.169172573527369,0.324018224132693,-0.0148350983736666,-0.0183692180678807,-0.306771033272752,0.298431320665715,-0.261286500274788,0.243664825018278,0.986435622213471,0.987824211752173,0.968736648099827,0.996126318539255,0.972703835744469,0.995277283080067,"97","52","59","13","60","129","73"
"LENI",77,"Lesser Nighthawk","Chordeiles acutipennis",4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,48.4,55.1,0,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.766343916539511,-0.745847305998388,-1.73908264381666,0.0987641100753057,-1.57033471555919,-0.0267218682284956,0.130588833412203,0.133974939147636,-0.489677360323089,0.731937250923904,-0.383984852784703,0.638092301143552,-0.0419255215812724,-0.0420384434342142,-0.652230015156997,0.570383702963855,-0.55017307842988,0.470530908399233,0.126497440419451,0.132969705562643,-0.487010234052643,0.707532031917024,-0.386135210220556,0.617080309483255,0.170845084167403,0.164939467495128,-0.407489759242454,0.782533823159555,-0.310719332915437,0.676375433758883,0.984232250344813,0.994618011731488,0.904293403246151,0.999730147691232,0.934760878832708,0.999571304015757,"41","50","70","75","134","24","104"
"LESA",78,"Least Sandpiper","Calidris minutilla",3,0,0,0,0,1,"Shorebird",NA,NA,NA,NA,NA,22.9,37.7,0,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.237045026869506,-0.23768493603109,-1.13173782052318,0.673700311432889,-0.980190695477484,0.509684724684929,0.344513435665135,0.339726053799453,-0.259258725577526,0.961811820604059,-0.161224689843237,0.859733911632263,-0.196897825046139,-0.195411608244923,-0.797221637168462,0.392457564894473,-0.701027645246739,0.301878227126194,0.1390505687274,0.140526146159637,-0.446442222482097,0.719585164592107,-0.350417998786011,0.62282820192145,-0.0813561656608341,-0.0834073918242975,-0.626173719010502,0.476253831798369,-0.538890269708848,0.384785817319608,0.931264803261893,0.96839196543664,0.620809788264449,0.997569327169624,0.730926760546383,0.996344639538927,"83","120","75","47","105","18","19"
"LISP",79,"Lincoln's Sparrow","Melospiza lincolnii",10,0,0,0,0,0,NA,2,NA,NA,NA,NA,16.6,22.3,0.693147180559945,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.803741644471926,-0.794345794571535,-1.52403106918642,-0.14203248256108,-1.39706139243123,-0.248188350093312,0.14060825710434,0.139254315035095,-0.409500429941855,0.691362590511462,-0.318187508572855,0.608213259065936,-0.333121834277884,-0.328555870121533,-0.87409142654752,0.185014743920939,-0.783595165961044,0.0999910586702472,0.0512776800767426,0.0498980436480679,-0.458331714931449,0.573083922037069,-0.376120753168048,0.481901134344549,-0.318778938063421,-0.318094274676476,-0.817169843078573,0.172148158541079,-0.731845568798649,0.0949075850815976,0.956170835897523,0.976777463064006,0.78367084980344,0.997519249397749,0.844313060874589,0.996474418212254,"32","53","50","37","38","76","38"
"LOSH",80,"Loggerhead Shrike","Lanius ludovicianus",21,0,0,0,0,0,NA,2,"SC",NA,NA,NA,51.6,22.6,0.940447988655326,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.849029213161571,-0.838894792125988,-1.53670435237436,-0.232246304935863,-1.41470240516031,-0.328642885276628,-0.0177610835983184,-0.0171171962674822,-0.524437092871639,0.487045360402761,-0.439957960236649,0.404422038260198,-0.187128990549487,-0.184588624868238,-0.681098259582986,0.289672725264614,-0.600593791192924,0.214461003295976,-0.179188446625781,-0.17525064447151,-0.7216039069662,0.346962674192073,-0.624695203112575,0.259164801509118,0.225726867955261,0.217639851891313,-0.262061901847378,0.756714987443429,-0.18901058470322,0.662789684448179,0.959691678332947,0.972591507882622,0.843956276145656,0.996570373486085,0.881479682271603,0.995001666658161,"25","23","16","78","40","102","28"
"LUWA",81,"Lucy's Warbler","Leiothlypis luciae",85,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.6,23.7,0,"Avoider","Neutral","Neutral","Neutral","Negative","Y",NA,"More urban-associated",-0.835978502512427,-0.833368645194553,-1.28948607317306,-0.393420124137459,-1.21666123192506,-0.465030635339986,-0.00359147615456967,-0.00322946730367239,-0.456201144403357,0.444797504634841,-0.383394146125661,0.37223757775963,0.15128771334225,0.150981604181407,-0.234923491424871,0.539288969508719,-0.169257003996871,0.472444657256902,0.00530149472053803,0.00588770401726556,-0.345737104893768,0.353211884097229,-0.287776665443637,0.298432895040366,-0.346732798853606,-0.350306490840804,-0.684019228246661,0.0142931664985891,-0.631482243588895,-0.0461985930786134,0.988988819879166,0.991091248405954,0.967680724471223,0.997941168331549,0.973544194451548,0.997355052789617,"27","25","35","7","48","11","83"
"MALL",82,"Mallard","Anas platyrhynchos",213,0,0,0,1,0,"Dabbler",NA,NA,NA,NA,NA,843.4,50.7,1.47080847632211,"Neutral","Neutral","Negative","Positive","Neutral","Y","Less urban-associated","Lower overall occupancy",0.244023392431427,0.242450621726212,-0.145807740178822,0.64399098993571,-0.0854127731790587,0.577971793968353,0.142664127929576,0.141353350510311,-0.26693813832561,0.559769119759445,-0.200096380561425,0.492681601555838,-0.350014680404446,-0.350371993561206,-0.721294994841815,0.0184942805706614,-0.66060612333,-0.041123006383045,0.633229440182747,0.625122236708894,0.289049925503881,1.02615083505799,0.338514553248983,0.953143781381664,-0.149927302754934,-0.151445644313749,-0.498155195334194,0.206848254449723,-0.441579330701271,0.147577586312839,0.99605618130549,0.996595826249548,0.989890289246873,0.999017769587483,0.991435096846427,0.998788980599588,"125","54","136","124","127","133","118"
"MAWR",83,"Marsh Wren","Cistothorus palustris",15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10.8,20,0,"Avoider","Positive","Neutral","Neutral","Neutral","Y","Higher overall occupancy",NA,-0.761176936931264,-0.754531485517879,-1.49193860336364,-0.0758169201889135,-1.3611466127905,-0.187913811856858,0.476118971554875,0.470559125030179,-0.0839079446934391,1.06398292163024,0.00218207665664324,0.964508027071211,-0.170583573059665,-0.167642330072234,-0.726535326818999,0.367924970315423,-0.633882993303107,0.283723557816392,0.137572453827231,0.138806460806916,-0.334793346692486,0.598536687972153,-0.254749723102454,0.527804318064982,-0.327199669107367,-0.330191862304612,-0.780852611130203,0.1429862159644,-0.707492086710984,0.0618190734972644,0.984983999686569,0.990510443505235,0.938709037552394,0.998734586158752,0.953631564418854,0.998240092230807,"39","136","73","22","24","5","82"
"MERL",84,"Merlin","Falco columbarius",3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,188.5,48.9,0.500402423538188,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.657928540960531,-0.648875752366001,-1.62660144653256,0.251134576220176,-1.45069093340212,0.106537597020807,0.22837453036235,0.226100384620824,-0.376499407162497,0.850021583111619,-0.279841502252875,0.746240543919516,-0.337324055450774,-0.334650134865437,-0.962323903614967,0.264877563822091,-0.854384825999394,0.166006950910398,0.321256242957935,0.317683396959653,-0.279215423023873,0.926364425631285,-0.181488830100411,0.824716416962879,-0.0419398259490755,-0.0408771205892672,-0.61556885251523,0.532676088821562,-0.524096242323913,0.440623872057613,0.945644206735663,0.977308033061257,0.680058492042162,0.99864398540599,0.782276315671365,0.997841059555195,"51","86","108","102","121","54","40"
"MGWA",85,"MacGillivray's Warbler","Geothlypis tolmiei",14,0,0,0,0,0,NA,2,NA,"A",NA,NA,10.4,22.9,0,"Neutral","Positive","Neutral","Neutral","Neutral","Y","Higher overall occupancy",NA,-0.490047908307967,-0.484040421325715,-1.14673925228079,0.128218519287151,-1.03338693692256,0.0303781246692888,0.470144692121974,0.463841767948283,-0.0617439479711145,1.03089987983687,0.0227434034690133,0.936206698716945,-0.210598029300203,-0.206268141276627,-0.740749258657345,0.30700025430109,-0.656587036939802,0.222942987158716,-0.204646591550458,-0.199056161634906,-0.737770570537008,0.290763695271684,-0.643270729436142,0.215243120573546,0.0407051623772553,0.0342309517818725,-0.425489139953807,0.549173974626289,-0.354002626370691,0.463147817664076,0.893823746156067,0.94440973846509,0.492360742544875,0.996417275815589,0.606736960634726,0.994450287860317,"60","134","14","20","41","8","7"
"MODO",86,"Mourning Dove","Zenaida macroura",977,0,0,0,0,0,NA,NA,NA,NA,NA,NA,118.9,36.6,0.325082973391448,"Adapter","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,0.815474661477938,0.807975941913427,0.488588423669557,1.18472896926049,0.538265337502338,1.11732122177422,0.060209597534808,0.0614780066183572,-0.283382385538746,0.402048798395624,-0.228255904603884,0.346093087094337,-0.263110855974227,-0.26028822239075,-0.547456507877591,0.00582462749850891,-0.50055364357379,-0.0350626490369449,0.125462697520503,0.126266917913866,-0.17464616594451,0.424668396831068,-0.126294344968951,0.375428529410611,-0.146130437819855,-0.142543469568443,-0.461811975654055,0.145919071486376,-0.411277981451945,0.101382968832475,0.846260878952952,0.852828843363071,0.72327069260757,0.931197705154552,0.747171872381662,0.921564654677642,"132","35","68","91","102","35","2"
"NECO",87,"Neotropic Cormorant","Nannopterum brasilianum",25,0,0,0,0,0,"Fish eating",NA,NA,NA,NA,NA,1239.3,32.4,1.02965301406457,"Neutral","Neutral","Neutral","Positive","Neutral","Y",NA,"Lower overall occupancy",0.0875529458439375,0.0873743186176109,-0.568228426605818,0.751771139852395,-0.460385504398577,0.641125812942076,0.113558564505145,0.112169577036839,-0.428010976776712,0.659990610520087,-0.341203454499582,0.57179300956236,-0.456105868756226,-0.454410224672777,-1.02241805044507,0.102418765166223,-0.929756847119743,0.0110154502478078,0.372684059068459,0.373146928231816,-0.07340770229368,0.810443282120457,0.00230263397179271,0.738334405824137,-0.0458897202657335,-0.0533563653955,-0.479764023803123,0.43544566627259,-0.416050226987162,0.34960283705651,0.997590711739922,0.998757460377025,0.988177288272152,0.999852580506441,0.991346031921661,0.999789887654467,"116","45","113","131","89","116","131"
"NOCA",88,"Northern Cardinal","Cardinalis cardinalis",61,0,0,0,0,0,NA,NA,NA,NA,NA,NA,42.6,15.5,0.801818552543337,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.875075634483413,-0.869915968314188,-1.41445949696573,-0.373384858175566,-1.31965706567101,-0.452029119902947,-0.11324060832808,-0.11300230207326,-0.583816426124866,0.359169231303208,-0.508915470289702,0.282654658578411,-0.307158665519993,-0.306908545557493,-0.754352918659992,0.142562315260405,-0.683105909122439,0.0672884307966888,0.0813198796643428,0.0802616446143754,-0.312386668780416,0.479712114855518,-0.248850946470238,0.414720427795499,-0.239428971743152,-0.244331844001113,-0.636137991746038,0.179403006296032,-0.574199610844263,0.112565202460643,0.990087402838153,0.991920902488962,0.971654554010609,0.997912727027248,0.976777161763967,0.997371310961645,"24","10","60","70","12","83","88"
"NOFL",89,"Northern Flicker","Colaptes auratus",23,0,0,1,0,0,NA,3,NA,NA,NA,NA,131.5,24.3,0.801818552543337,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.575185080184115,-0.569684175756886,-1.16521576287929,-0.0161422247689078,-1.06656042221323,-0.102351025247035,0.171539764892578,0.171945682407731,-0.3284296817025,0.670476781067827,-0.244572443199375,0.590571910204487,0.0508509618098752,0.0485362395443544,-0.404061346123022,0.513378119760624,-0.328144423612698,0.43773522484762,-0.208327455389745,-0.203065503922452,-0.717010981132765,0.272846243316283,-0.631649936730254,0.197397790036104,0.209074856969515,0.201617726648688,-0.26563433740173,0.719705728248268,-0.18994424599036,0.632511679560822,0.807270017551429,0.849870273798027,0.401634326466804,0.986357269343147,0.489520197677711,0.97922675240304,"53","70","12","93","55","88","1"
"NOHA",90,"Northern Harrier","Circus hudsonius",8,1,0,0,0,0,NA,2,NA,NA,NA,NA,393,44.7,0.940447988655326,"Neutral","Neutral","Negative","Positive","Neutral","Y","Less urban-associated","Lower overall occupancy",-0.545939274558097,-0.536775346220759,-1.4306059356962,0.291233724821564,-1.27775367831418,0.154236452902716,0.162863267636268,0.164221939895801,-0.414326327453768,0.743564708593201,-0.320972673691061,0.647556016133141,-0.513712371741425,-0.508519295328686,-1.14250679418419,0.0821082573090919,-1.03263389837281,-0.0134762656435161,0.605734616358145,0.601050488946147,0.138125715772672,1.10211281768308,0.209487885216081,1.01837760822596,-0.156944733615839,-0.159892302872082,-0.662834564756259,0.363780214713131,-0.580935184953142,0.275910653495132,0.953303710163836,0.975357450395157,0.773012952161865,0.997896015446522,0.834043379832603,0.996857405858811,"55","65","133","111","116","106","35"
